City,Date,AQI_Bucket
Gurugram,2019-11-23,Very Poor
Kolkata,2018-10-18,Moderate
Coimbatore,2020-05-03,Satisfactory
Delhi,2016-02-03,Very Poor
Gurugram,2017-01-19,Very Poor
Delhi,2017-03-12,Moderate
Ahmedabad,2018-06-22,Severe
Patna,2018-01-01,Very Poor
Thiruvananthapuram,2020-02-14,Satisfactory
Lucknow,2019-12-06,Very Poor
Amaravati,2018-08-05,Satisfactory
Amaravati,2018-11-04,Good
Hyderabad,2019-09-02,Good
Gurugram,2019-06-17,Moderate
Shillong,2020-05-15,Good
Visakhapatnam,2020-03-26,Satisfactory
Chennai,2019-05-10,Satisfactory
Shillong,2019-09-20,Good
Mumbai,2020-04-27,Satisfactory
Talcher,2020-05-16,Moderate
Patna,2020-05-05,Moderate
Delhi,2015-12-25,Very Poor
Bengaluru,2017-02-20,Satisfactory
Brajrajnagar,2019-03-22,Moderate
Chandigarh,2019-09-23,Satisfactory
Ahmedabad,2016-09-23,Poor
Amaravati,2019-11-07,Moderate
Patna,2018-07-27,Satisfactory
Lucknow,2016-06-11,Moderate
Hyderabad,2019-07-08,Good
Lucknow,2016-10-17,Very Poor
Talcher,2019-05-22,Moderate
Patna,2019-12-28,Poor
Hyderabad,2018-01-03,Moderate
Delhi,2019-02-25,Poor
Delhi,2015-02-20,Very Poor
Brajrajnagar,2020-04-22,Satisfactory
Bengaluru,2015-11-11,Good
Hyderabad,2018-08-31,Satisfactory
Lucknow,2018-09-24,Moderate
Bengaluru,2020-01-01,Satisfactory
Guwahati,2019-06-26,Good
Lucknow,2016-08-18,Satisfactory
Bengaluru,2018-07-31,Satisfactory
Bengaluru,2017-10-16,Satisfactory
Amritsar,2018-03-05,Satisfactory
Ahmedabad,2020-04-12,Moderate
Shillong,2020-03-21,Satisfactory
Talcher,2018-07-06,Moderate
Hyderabad,2016-12-29,Moderate
Amaravati,2018-06-24,Satisfactory
Kolkata,2019-05-15,Satisfactory
Brajrajnagar,2018-12-21,Poor
Visakhapatnam,2018-05-02,Satisfactory
Gurugram,2020-04-23,Moderate
Gurugram,2017-02-28,Very Poor
Ahmedabad,2015-08-23,Very Poor
Talcher,2019-01-03,Very Poor
Delhi,2019-10-02,Moderate
Coimbatore,2019-12-24,Satisfactory
Gurugram,2019-04-20,Moderate
Hyderabad,2017-08-15,Satisfactory
Bengaluru,2016-08-26,Satisfactory
Amritsar,2019-03-25,Satisfactory
Kolkata,2019-06-03,Satisfactory
Hyderabad,2019-04-18,Satisfactory
Lucknow,2017-12-28,Severe
Chennai,2020-01-14,Poor
Chennai,2017-03-06,Satisfactory
Chennai,2016-01-26,Moderate
Coimbatore,2020-06-07,Satisfactory
Bengaluru,2017-08-31,Satisfactory
Delhi,2015-06-03,Poor
Amaravati,2020-06-03,Good
Patna,2019-08-05,Moderate
Hyderabad,2020-06-01,Satisfactory
Ahmedabad,2018-05-25,Very Poor
Chennai,2019-12-03,Satisfactory
Delhi,2015-02-16,Very Poor
Jaipur,2019-03-05,Moderate
Chandigarh,2020-02-03,Satisfactory
Thiruvananthapuram,2017-11-28,Satisfactory
Amaravati,2019-05-08,Moderate
Gurugram,2016-12-25,Very Poor
Patna,2017-12-05,Severe
Mumbai,2019-11-29,Moderate
Amritsar,2020-02-19,Moderate
Ernakulam,2020-06-20,Moderate
Kolkata,2019-04-25,Satisfactory
Bengaluru,2018-09-19,Satisfactory
Bhopal,2019-10-15,Moderate
Jaipur,2017-09-20,Moderate
Hyderabad,2020-06-04,Good
Ahmedabad,2015-09-22,Poor
Hyderabad,2016-09-23,Good
Lucknow,2019-08-28,Satisfactory
Hyderabad,2017-06-21,Satisfactory
Chennai,2015-11-03,Moderate
Bengaluru,2016-03-23,Moderate
Chennai,2019-09-28,Moderate
Delhi,2016-08-02,Moderate
Delhi,2015-09-22,Moderate
Kolkata,2020-05-19,Good
Thiruvananthapuram,2020-06-25,Satisfactory
Chandigarh,2020-03-18,Satisfactory
Ahmedabad,2018-06-18,Severe
Coimbatore,2019-09-01,Satisfactory
Amritsar,2017-12-01,Very Poor
Chennai,2018-08-27,Satisfactory
Hyderabad,2020-01-16,Satisfactory
Brajrajnagar,2020-01-05,Moderate
Kolkata,2018-06-22,Satisfactory
Patna,2016-07-08,Satisfactory
Chennai,2019-07-27,Satisfactory
Hyderabad,2019-09-25,Good
Patna,2017-04-11,Severe
Hyderabad,2018-08-10,Good
Guwahati,2019-08-31,Moderate
Thiruvananthapuram,2018-02-04,Moderate
Hyderabad,2015-10-24,Moderate
Jaipur,2018-04-11,Moderate
Jorapokhar,2018-11-10,Poor
Jorapokhar,2020-01-07,Moderate
Chennai,2018-01-14,Poor
Amritsar,2019-11-09,Satisfactory
Patna,2019-01-06,Severe
Chennai,2015-10-28,Moderate
Gurugram,2020-01-03,Very Poor
Bengaluru,2019-06-05,Satisfactory
Gurugram,2017-01-03,Severe
Kolkata,2019-01-14,Severe
Delhi,2019-09-11,Moderate
Guwahati,2019-04-25,Poor
Kolkata,2019-05-07,Moderate
Lucknow,2019-10-03,Satisfactory
Gurugram,2019-01-26,Moderate
Guwahati,2020-02-20,Poor
Guwahati,2019-06-05,Good
Patna,2015-10-24,Poor
Amaravati,2018-02-24,Moderate
Chennai,2019-04-22,Satisfactory
Bengaluru,2020-01-12,Satisfactory
Thiruvananthapuram,2018-09-08,Satisfactory
Hyderabad,2016-12-23,Moderate
Chennai,2017-07-14,Satisfactory
Lucknow,2018-03-14,Very Poor
Lucknow,2018-12-26,Very Poor
Lucknow,2019-06-09,Moderate
Visakhapatnam,2017-02-24,Moderate
Jorapokhar,2019-07-28,Satisfactory
Ahmedabad,2018-05-14,Poor
Amaravati,2018-11-12,Moderate
Patna,2015-10-27,Very Poor
Visakhapatnam,2019-04-16,Moderate
Chennai,2020-01-04,Satisfactory
Ernakulam,2020-04-09,Satisfactory
Hyderabad,2015-07-27,Satisfactory
Guwahati,2020-04-17,Satisfactory
Brajrajnagar,2020-02-08,Satisfactory
Ahmedabad,2015-04-04,Poor
Delhi,2016-07-31,Moderate
Delhi,2018-10-03,Moderate
Patna,2018-08-14,Moderate
Bengaluru,2017-10-12,Satisfactory
Ahmedabad,2020-03-08,Very Poor
Talcher,2019-11-20,Moderate
Shillong,2019-11-27,Good
Bengaluru,2018-05-05,Moderate
Hyderabad,2018-10-07,Moderate
Jaipur,2020-04-26,Satisfactory
Aizawl,2020-04-07,Satisfactory
Thiruvananthapuram,2019-02-14,Satisfactory
Brajrajnagar,2018-08-24,Satisfactory
Lucknow,2015-10-10,Moderate
Hyderabad,2017-02-10,Moderate
Jorapokhar,2018-11-30,Very Poor
Jaipur,2018-10-25,Moderate
Jaipur,2017-07-17,Satisfactory
Bengaluru,2016-05-10,Satisfactory
Delhi,2015-07-07,Moderate
Amaravati,2018-04-10,Satisfactory
Mumbai,2019-11-19,Moderate
Patna,2017-02-24,Moderate
Lucknow,2019-05-17,Moderate
Chennai,2018-01-08,Moderate
Shillong,2020-05-06,Good
Delhi,2019-02-09,Moderate
Ahmedabad,2016-07-02,Poor
Patna,2016-07-02,Moderate
Lucknow,2020-01-12,Very Poor
Coimbatore,2020-05-30,Satisfactory
Lucknow,2016-03-04,Very Poor
Amritsar,2020-04-19,Good
Lucknow,2019-07-13,Satisfactory
Thiruvananthapuram,2018-10-13,Satisfactory
Chennai,2020-05-12,Satisfactory
Guwahati,2019-12-22,Poor
Talcher,2020-01-04,Moderate
Gurugram,2020-06-01,Moderate
Mumbai,2020-03-30,Satisfactory
Lucknow,2019-08-11,Satisfactory
Jaipur,2019-11-03,Poor
Shillong,2020-05-19,Good
Jorapokhar,2019-09-24,Satisfactory
Jorapokhar,2019-01-13,Very Poor
Lucknow,2019-10-07,Moderate
Bengaluru,2018-06-22,Satisfactory
Guwahati,2020-03-10,Moderate
Visakhapatnam,2017-01-05,Moderate
Jaipur,2019-01-04,Poor
Hyderabad,2017-03-28,Moderate
Thiruvananthapuram,2018-06-12,Satisfactory
Talcher,2018-04-04,Moderate
Chennai,2018-03-19,Satisfactory
Ahmedabad,2018-01-09,Poor
Ahmedabad,2017-11-17,Poor
Bhopal,2020-04-14,Moderate
Amaravati,2020-05-27,Satisfactory
Jaipur,2019-07-28,Satisfactory
Bengaluru,2019-04-15,Moderate
Hyderabad,2016-02-19,Satisfactory
Thiruvananthapuram,2020-04-16,Good
Hyderabad,2020-05-05,Satisfactory
Gurugram,2017-06-26,Very Poor
Chennai,2016-05-31,Moderate
Patna,2020-01-21,Poor
Brajrajnagar,2019-05-19,Moderate
Chennai,2018-07-17,Satisfactory
Chennai,2018-03-23,Satisfactory
Visakhapatnam,2016-08-01,Moderate
Mumbai,2019-10-09,Satisfactory
Jaipur,2018-03-08,Satisfactory
Brajrajnagar,2018-08-15,Good
Chennai,2016-02-29,Moderate
Jaipur,2018-09-01,Satisfactory
Jorapokhar,2018-02-22,Moderate
Amaravati,2019-07-04,Satisfactory
Thiruvananthapuram,2017-07-31,Satisfactory
Gurugram,2018-08-23,Satisfactory
Ahmedabad,2016-08-19,Moderate
Lucknow,2019-05-23,Moderate
Patna,2017-04-06,Satisfactory
Gurugram,2020-06-17,Moderate
Delhi,2019-04-29,Poor
Hyderabad,2017-10-09,Moderate
Mumbai,2019-09-13,Satisfactory
Brajrajnagar,2019-01-17,Poor
Amaravati,2018-09-27,Satisfactory
Gurugram,2020-01-17,Poor
Lucknow,2020-03-03,Moderate
Hyderabad,2017-02-04,Moderate
Chennai,2017-05-15,Moderate
Amritsar,2018-02-17,Moderate
Bengaluru,2019-12-04,Satisfactory
Guwahati,2019-05-25,Poor
Hyderabad,2018-10-28,Moderate
Bengaluru,2016-04-30,Satisfactory
Delhi,2019-01-07,Very Poor
Delhi,2019-06-26,Moderate
Jaipur,2018-07-14,Satisfactory
Visakhapatnam,2020-04-08,Good
Lucknow,2019-11-01,Very Poor
Brajrajnagar,2020-03-07,Satisfactory
Gurugram,2017-03-10,Satisfactory
Amaravati,2020-03-19,Satisfactory
Gurugram,2017-12-05,Very Poor
Amritsar,2018-12-12,Satisfactory
Bengaluru,2016-01-19,Moderate
Lucknow,2019-06-08,Moderate
Amaravati,2018-05-02,Satisfactory
Bengaluru,2020-01-03,Satisfactory
Jaipur,2020-02-11,Moderate
Bengaluru,2016-10-14,Satisfactory
Jaipur,2017-09-13,Satisfactory
Lucknow,2016-05-29,Very Poor
Visakhapatnam,2016-08-30,Satisfactory
Jaipur,2020-03-18,Moderate
Delhi,2020-03-16,Moderate
Jorapokhar,2019-12-14,Poor
Brajrajnagar,2018-12-24,Moderate
Kolkata,2020-04-02,Satisfactory
Kochi,2020-06-06,Moderate
Bengaluru,2018-01-13,Moderate
Jaipur,2017-08-27,Moderate
Thiruvananthapuram,2018-03-04,Satisfactory
Lucknow,2019-12-10,Very Poor
Patna,2015-12-15,Very Poor
Lucknow,2016-11-21,Severe
Lucknow,2015-10-17,Poor
Hyderabad,2019-05-07,Moderate
Ahmedabad,2020-04-18,Satisfactory
Bengaluru,2018-03-31,Moderate
Delhi,2015-09-02,Poor
Bengaluru,2016-12-18,Satisfactory
Guwahati,2020-06-26,Good
Lucknow,2018-07-05,Satisfactory
Amaravati,2018-02-19,Satisfactory
Ahmedabad,2019-04-05,Severe
Ahmedabad,2018-10-08,Severe
Shillong,2020-01-17,Good
Jaipur,2019-05-12,Poor
Delhi,2019-01-18,Severe
Lucknow,2016-09-17,Moderate
Delhi,2015-01-08,Very Poor
Lucknow,2018-07-31,Satisfactory
Delhi,2015-08-20,Poor
Gurugram,2018-06-04,Moderate
Patna,2020-06-07,Satisfactory
Kolkata,2018-07-06,Satisfactory
Patna,2019-12-23,Severe
Lucknow,2017-03-27,Poor
Chennai,2017-10-28,Satisfactory
Talcher,2018-06-23,Moderate
Amritsar,2019-05-28,Satisfactory
Chennai,2019-06-07,Satisfactory
Ahmedabad,2016-10-26,Poor
Gurugram,2018-10-30,Severe
Chennai,2017-08-25,Satisfactory
Lucknow,2020-03-23,Moderate
Patna,2016-05-27,Poor
Jaipur,2018-11-19,Moderate
Hyderabad,2018-06-19,Good
Bengaluru,2015-06-08,Moderate
Lucknow,2018-10-10,Poor
Visakhapatnam,2019-10-27,Moderate
Jaipur,2019-07-13,Satisfactory
Patna,2019-09-05,Moderate
Delhi,2019-05-22,Moderate
Gurugram,2018-08-10,Satisfactory
Bengaluru,2017-11-07,Satisfactory
Jaipur,2017-06-20,Moderate
Gurugram,2019-10-03,Satisfactory
Talcher,2019-08-03,Satisfactory
Bengaluru,2019-07-06,Satisfactory
Delhi,2015-01-07,Very Poor
Hyderabad,2016-03-18,Satisfactory
Bengaluru,2018-09-23,Satisfactory
Patna,2017-12-04,Severe
Amritsar,2018-09-04,Good
Bengaluru,2018-04-27,Moderate
Hyderabad,2017-08-18,Satisfactory
Visakhapatnam,2020-05-22,Moderate
Kolkata,2019-02-13,Poor
Coimbatore,2020-03-24,Satisfactory
Shillong,2020-01-26,Satisfactory
Bengaluru,2017-11-25,Satisfactory
Chennai,2016-12-06,Moderate
Delhi,2020-05-14,Moderate
Gurugram,2019-11-05,Very Poor
Talcher,2019-07-08,Satisfactory
Jorapokhar,2018-11-28,Very Poor
Bengaluru,2019-05-17,Moderate
Chennai,2017-07-22,Moderate
Ahmedabad,2018-07-09,Very Poor
Chennai,2016-09-09,Poor
Patna,2016-05-14,Moderate
Chennai,2018-07-04,Satisfactory
Chennai,2015-08-12,Moderate
Hyderabad,2016-01-17,Moderate
Gurugram,2019-03-31,Moderate
Lucknow,2015-11-25,Severe
Chennai,2019-04-16,Satisfactory
Jaipur,2020-01-16,Satisfactory
Brajrajnagar,2019-01-15,Poor
Kolkata,2018-11-06,Satisfactory
Jorapokhar,2018-08-15,Moderate
Amritsar,2020-05-27,Satisfactory
Visakhapatnam,2019-11-14,Moderate
Chennai,2020-03-08,Satisfactory
Amaravati,2020-06-01,Good
Delhi,2019-01-01,Severe
Bengaluru,2017-08-02,Moderate
Delhi,2015-11-13,Severe
Hyderabad,2020-04-15,Satisfactory
Amaravati,2018-08-11,Good
Delhi,2019-08-08,Satisfactory
Mumbai,2018-10-28,Moderate
Patna,2019-09-28,Satisfactory
Brajrajnagar,2018-12-08,Poor
Bengaluru,2018-07-05,Satisfactory
Bengaluru,2018-05-27,Satisfactory
Chennai,2018-12-30,Poor
Kolkata,2018-10-10,Satisfactory
Chennai,2015-07-28,Moderate
Delhi,2017-11-17,Very Poor
Amritsar,2017-11-26,Very Poor
Chennai,2018-03-15,Satisfactory
Lucknow,2015-10-21,Very Poor
Thiruvananthapuram,2017-12-18,Satisfactory
Delhi,2019-05-12,Very Poor
Visakhapatnam,2019-04-10,Satisfactory
Lucknow,2017-12-20,Severe
Amaravati,2018-12-02,Moderate
Talcher,2018-07-30,Moderate
Amritsar,2019-02-07,Satisfactory
Bengaluru,2020-03-25,Satisfactory
Visakhapatnam,2016-07-17,Moderate
Kolkata,2018-09-03,Satisfactory
Bengaluru,2015-10-08,Satisfactory
Bengaluru,2019-09-25,Satisfactory
Chennai,2018-02-26,Satisfactory
Delhi,2016-02-10,Very Poor
Coimbatore,2019-08-12,Satisfactory
Ahmedabad,2015-04-22,Moderate
Amritsar,2017-05-08,Moderate
Amritsar,2017-05-20,Satisfactory
Brajrajnagar,2018-12-12,Poor
Brajrajnagar,2019-06-21,Satisfactory
Amritsar,2017-12-30,Poor
Thiruvananthapuram,2018-02-09,Satisfactory
Lucknow,2017-09-20,Satisfactory
Kolkata,2020-04-07,Satisfactory
Bengaluru,2020-06-01,Good
Hyderabad,2016-08-01,Poor
Lucknow,2019-09-23,Satisfactory
Ahmedabad,2015-07-24,Good
Aizawl,2020-06-19,Good
Patna,2019-07-22,Moderate
Guwahati,2019-08-09,Poor
Brajrajnagar,2018-03-27,Poor
Kolkata,2018-12-04,Very Poor
Bengaluru,2018-10-13,Moderate
Amaravati,2019-05-30,Satisfactory
Bengaluru,2016-07-04,Moderate
Patna,2018-07-02,Satisfactory
Jaipur,2019-02-13,Moderate
Chennai,2020-06-14,Satisfactory
Bengaluru,2017-09-14,Satisfactory
Amaravati,2018-01-05,Poor
Delhi,2017-08-24,Satisfactory
Visakhapatnam,2020-04-29,Good
Gurugram,2016-11-21,Very Poor
Lucknow,2015-05-27,Moderate
Delhi,2015-01-29,Very Poor
Coimbatore,2019-12-21,Satisfactory
Chennai,2015-08-05,Moderate
Amaravati,2019-03-23,Satisfactory
Amritsar,2019-02-28,Satisfactory
Gurugram,2020-01-27,Poor
Gurugram,2020-05-30,Satisfactory
Hyderabad,2018-02-10,Moderate
Delhi,2019-12-09,Very Poor
Delhi,2015-08-11,Poor
Delhi,2017-05-24,Poor
Lucknow,2017-01-30,Poor
Bengaluru,2016-03-13,Moderate
Delhi,2018-04-10,Poor
Patna,2016-09-22,Moderate
Delhi,2017-04-23,Poor
Delhi,2015-08-25,Moderate
Bengaluru,2017-05-16,Satisfactory
Chandigarh,2019-11-08,Satisfactory
Patna,2017-02-02,Very Poor
Visakhapatnam,2019-12-02,Moderate
Amaravati,2018-05-30,Moderate
Bengaluru,2016-12-06,Moderate
Delhi,2020-06-27,Moderate
Jaipur,2019-04-30,Moderate
Mumbai,2020-04-05,Satisfactory
Hyderabad,2015-09-17,Moderate
Aizawl,2020-06-01,Good
Lucknow,2017-12-31,Very Poor
Ernakulam,2020-05-20,Moderate
Talcher,2018-07-20,Moderate
Delhi,2020-03-08,Moderate
Patna,2020-06-13,Satisfactory
Mumbai,2019-07-11,Satisfactory
Shillong,2020-01-22,Satisfactory
Thiruvananthapuram,2019-07-13,Good
Amaravati,2018-11-19,Satisfactory
Amaravati,2018-01-01,Moderate
Chandigarh,2019-09-29,Good
Jorapokhar,2017-05-16,Moderate
Jorapokhar,2018-10-26,Poor
Kolkata,2018-11-17,Poor
Lucknow,2017-04-28,Poor
Jorapokhar,2019-12-22,Moderate
Mumbai,2019-09-24,Satisfactory
Gurugram,2017-07-03,Satisfactory
Bengaluru,2016-12-19,Satisfactory
Kochi,2020-06-05,Moderate
Chennai,2016-10-31,Moderate
Patna,2020-04-05,Moderate
Shillong,2019-09-18,Good
Delhi,2016-04-21,Poor
Patna,2019-10-29,Very Poor
Gurugram,2016-11-25,Very Poor
Hyderabad,2019-09-30,Satisfactory
Chennai,2016-12-09,Moderate
Guwahati,2019-08-07,Satisfactory
Visakhapatnam,2017-01-06,Moderate
Brajrajnagar,2020-06-11,Satisfactory
Amaravati,2018-06-19,Satisfactory
Patna,2016-10-27,Very Poor
Lucknow,2018-09-15,Satisfactory
Jaipur,2018-07-16,Satisfactory
Lucknow,2018-03-22,Poor
Lucknow,2020-05-13,Moderate
Hyderabad,2015-04-09,Moderate
Lucknow,2019-08-25,Satisfactory
Gurugram,2017-09-18,Moderate
Hyderabad,2016-09-13,Satisfactory
Jorapokhar,2020-02-11,Moderate
Gurugram,2016-08-24,Satisfactory
Bengaluru,2016-09-09,Satisfactory
Chennai,2016-02-09,Moderate
Thiruvananthapuram,2020-04-10,Satisfactory
Hyderabad,2019-12-27,Moderate
Guwahati,2020-04-25,Satisfactory
Kochi,2020-05-21,Satisfactory
Amaravati,2018-03-14,Satisfactory
Gurugram,2016-11-09,Very Poor
Chennai,2019-12-22,Moderate
Jorapokhar,2018-12-12,Severe
Delhi,2019-04-19,Moderate
Amritsar,2018-08-11,Good
Jorapokhar,2020-03-20,Moderate
Kolkata,2019-09-07,Good
Kochi,2020-02-02,Moderate
Kolkata,2019-05-25,Satisfactory
Chennai,2019-01-28,Satisfactory
Ahmedabad,2019-03-03,Very Poor
Jorapokhar,2020-01-12,Moderate
Bhopal,2020-02-14,Moderate
Mumbai,2020-04-12,Satisfactory
Jorapokhar,2019-04-06,Moderate
Mumbai,2020-03-03,Moderate
Delhi,2017-10-22,Very Poor
Delhi,2016-03-11,Poor
Amaravati,2018-04-02,Satisfactory
Lucknow,2016-09-14,Satisfactory
Kolkata,2020-02-15,Moderate
Gurugram,2016-09-10,Satisfactory
Brajrajnagar,2020-06-05,Moderate
Chennai,2018-09-09,Moderate
Bengaluru,2019-08-13,Satisfactory
Mumbai,2018-11-15,Moderate
Guwahati,2020-05-17,Good
Amaravati,2020-01-10,Satisfactory
Lucknow,2019-12-30,Very Poor
Hyderabad,2020-02-28,Satisfactory
Visakhapatnam,2020-01-06,Satisfactory
Kolkata,2018-12-30,Very Poor
Kolkata,2019-03-14,Moderate
Ahmedabad,2018-07-05,Severe
Kochi,2020-05-17,Satisfactory
Chennai,2015-09-01,Satisfactory
Patna,2016-06-28,Poor
Brajrajnagar,2019-07-07,Satisfactory
Amaravati,2019-11-03,Satisfactory
Lucknow,2018-07-10,Satisfactory
Jaipur,2020-06-17,Moderate
Hyderabad,2017-08-27,Satisfactory
Talcher,2019-09-25,Satisfactory
Lucknow,2015-11-18,Very Poor
Ahmedabad,2019-05-24,Very Poor
Delhi,2015-06-26,Moderate
Bengaluru,2017-02-12,Satisfactory
Delhi,2017-10-16,Very Poor
Delhi,2019-01-30,Very Poor
Jaipur,2019-11-25,Moderate
Aizawl,2020-05-05,Good
Lucknow,2018-11-16,Poor
Lucknow,2016-07-20,Satisfactory
Delhi,2018-12-07,Very Poor
Kolkata,2019-05-30,Satisfactory
Amritsar,2019-05-25,Satisfactory
Amaravati,2018-07-17,Good
Bengaluru,2019-08-26,Satisfactory
Patna,2018-06-14,Moderate
Jorapokhar,2019-09-30,Satisfactory
Gurugram,2019-11-04,Severe
Lucknow,2020-04-18,Moderate
Visakhapatnam,2019-01-24,Poor
Patna,2015-11-29,Very Poor
Delhi,2015-12-17,Very Poor
Kolkata,2019-10-09,Satisfactory
Brajrajnagar,2019-01-26,Moderate
Thiruvananthapuram,2019-09-30,Moderate
Bengaluru,2017-03-19,Satisfactory
Bengaluru,2015-03-22,Moderate
Brajrajnagar,2019-08-07,Moderate
Patna,2015-12-30,Severe
Lucknow,2018-05-07,Poor
Chennai,2017-11-16,Satisfactory
Chennai,2017-12-16,Moderate
Gurugram,2018-10-15,Poor
Aizawl,2020-03-22,Satisfactory
Lucknow,2019-10-13,Moderate
Patna,2019-01-30,Poor
Delhi,2015-06-15,Poor
Delhi,2017-11-12,Severe
Delhi,2015-05-12,Very Poor
Mumbai,2019-06-13,Satisfactory
Chennai,2017-09-24,Moderate
Kochi,2020-06-29,Satisfactory
Patna,2016-10-15,Very Poor
Amritsar,2020-02-04,Moderate
Bengaluru,2019-04-05,Moderate
Visakhapatnam,2017-02-06,Poor
Patna,2020-04-23,Moderate
Jorapokhar,2019-05-29,Moderate
Talcher,2019-08-06,Satisfactory
Brajrajnagar,2019-09-18,Moderate
Visakhapatnam,2019-10-10,Satisfactory
Chennai,2020-06-24,Moderate
Brajrajnagar,2019-04-01,Moderate
Shillong,2019-10-18,Satisfactory
Lucknow,2018-07-25,Satisfactory
Ernakulam,2020-05-07,Satisfactory
Mumbai,2019-06-06,Satisfactory
Jorapokhar,2019-05-12,Moderate
Visakhapatnam,2017-12-27,Poor
Delhi,2015-09-05,Poor
Mumbai,2020-05-03,Satisfactory
Bengaluru,2018-10-30,Moderate
Patna,2016-07-03,Moderate
Jaipur,2017-10-19,Poor
Ahmedabad,2019-10-12,Severe
Bengaluru,2020-01-06,Satisfactory
Ahmedabad,2018-05-23,Poor
Lucknow,2018-04-04,Very Poor
Lucknow,2017-07-19,Satisfactory
Amritsar,2017-05-13,Moderate
Visakhapatnam,2019-04-11,Satisfactory
Amaravati,2019-06-25,Satisfactory
Amritsar,2018-12-30,Moderate
Jaipur,2019-01-23,Satisfactory
Bengaluru,2016-09-15,Satisfactory
Amaravati,2018-07-20,Good
Coimbatore,2020-06-11,Good
Bengaluru,2020-02-26,Moderate
Amritsar,2019-07-10,Satisfactory
Visakhapatnam,2018-04-07,Satisfactory
Jaipur,2017-12-04,Poor
Brajrajnagar,2018-02-07,Very Poor
Kolkata,2019-12-13,Moderate
Bengaluru,2016-08-31,Good
Guwahati,2020-05-18,Good
Hyderabad,2015-05-01,Poor
Amaravati,2020-01-20,Satisfactory
Visakhapatnam,2018-03-10,Moderate
Lucknow,2017-06-26,Satisfactory
Amaravati,2019-08-30,Good
Amaravati,2020-04-05,Satisfactory
Brajrajnagar,2019-11-15,Moderate
Amaravati,2020-02-22,Satisfactory
Amaravati,2019-06-11,Satisfactory
Hyderabad,2018-11-27,Moderate
Brajrajnagar,2018-10-31,Satisfactory
Talcher,2018-03-02,Very Poor
Jorapokhar,2020-04-05,Moderate
Amritsar,2017-04-04,Satisfactory
Hyderabad,2016-03-01,Moderate
Chennai,2019-06-04,Moderate
Chennai,2017-04-16,Moderate
Visakhapatnam,2019-01-05,Poor
Amaravati,2018-07-24,Satisfactory
Chennai,2019-05-05,Satisfactory
Hyderabad,2020-02-14,Moderate
Gurugram,2016-08-02,Good
Lucknow,2019-06-18,Moderate
Mumbai,2018-05-08,Satisfactory
Chennai,2020-03-11,Satisfactory
Bengaluru,2018-03-18,Satisfactory
Jorapokhar,2019-05-07,Moderate
Guwahati,2019-11-13,Moderate
Jaipur,2020-04-30,Moderate
Brajrajnagar,2019-03-06,Moderate
Visakhapatnam,2018-10-26,Moderate
Visakhapatnam,2019-01-28,Moderate
Patna,2015-11-07,Very Poor
Talcher,2019-05-25,Satisfactory
Delhi,2019-02-19,Poor
Amaravati,2018-01-21,Moderate
Chennai,2020-03-05,Satisfactory
Chennai,2018-08-23,Satisfactory
Amritsar,2017-11-14,Poor
Talcher,2018-09-27,Good
Delhi,2018-12-08,Very Poor
Visakhapatnam,2018-02-11,Moderate
Hyderabad,2017-12-28,Moderate
Patna,2018-07-07,Moderate
Thiruvananthapuram,2019-02-09,Moderate
Delhi,2017-05-03,Severe
Kolkata,2019-01-18,Very Poor
Jaipur,2018-09-17,Satisfactory
Jaipur,2018-06-10,Satisfactory
Chennai,2016-06-16,Satisfactory
Talcher,2019-02-07,Severe
Jaipur,2018-01-09,Moderate
Amritsar,2018-11-17,Moderate
Gurugram,2018-02-12,Poor
Lucknow,2017-04-27,Very Poor
Delhi,2018-02-07,Poor
Chennai,2019-08-26,Satisfactory
Chennai,2015-07-06,Moderate
Delhi,2015-12-30,Severe
Delhi,2017-05-12,Severe
Chennai,2020-02-23,Satisfactory
Delhi,2018-08-04,Poor
Hyderabad,2018-01-29,Moderate
Chennai,2016-07-30,Satisfactory
Guwahati,2019-06-07,Satisfactory
Amritsar,2018-11-16,Moderate
Jaipur,2019-03-04,Moderate
Guwahati,2019-12-08,Poor
Guwahati,2020-03-06,Moderate
Jaipur,2018-10-08,Moderate
Bengaluru,2019-11-21,Satisfactory
Ahmedabad,2015-11-08,Very Poor
Brajrajnagar,2018-02-04,Poor
Lucknow,2019-06-25,Moderate
Chennai,2015-11-14,Moderate
Hyderabad,2015-06-20,Satisfactory
Gurugram,2017-07-14,Severe
Gurugram,2019-02-07,Moderate
Mumbai,2020-04-28,Satisfactory
Patna,2020-01-03,Very Poor
Bhopal,2019-10-19,Moderate
Aizawl,2020-05-28,Good
Amritsar,2018-08-02,Satisfactory
Hyderabad,2018-09-05,Satisfactory
Lucknow,2018-02-17,Very Poor
Bengaluru,2015-04-03,Moderate
Gurugram,2019-11-22,Very Poor
Lucknow,2019-01-24,Poor
Ahmedabad,2020-04-04,Moderate
Gurugram,2019-09-17,Moderate
Lucknow,2020-05-31,Satisfactory
Gurugram,2016-09-15,Moderate
Bengaluru,2019-07-26,Satisfactory
Chennai,2019-02-08,Satisfactory
Delhi,2017-03-17,Very Poor
Delhi,2017-06-18,Satisfactory
Chennai,2015-12-14,Moderate
Hyderabad,2020-05-19,Satisfactory
Visakhapatnam,2020-02-05,Moderate
Delhi,2015-01-03,Moderate
Amaravati,2020-01-13,Moderate
Guwahati,2020-04-22,Good
